关键字,日期和时间,来源,事件 ID,任务类别
审核成功,2024/9/1 21:42:13,Microsoft-Windows-Security-Auditing,4672,Special Logon,"为新登录分配了特殊权限。

使用者:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7

特权:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
审核成功,2024/9/1 21:42:13,Microsoft-Windows-Security-Auditing,4624,Logon,"已成功登录帐户。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

登录信息:
	登录类型:		5
	受限制的管理员模式:	-
	虚拟帐户:		否
	提升的令牌:		是

模拟级别:		模拟

新登录:
	安全 ID:		SYSTEM
	帐户名称:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7
	链接的登录 ID:		0x0
	网络帐户名称:	-
	网络帐户域:	-
	登录 GUID:		{00000000-0000-0000-0000-000000000000}

进程信息:
	进程 ID:		0x2b0
	进程名称:		C:\Windows\System32\services.exe

网络信息:
	工作站名称:	-
	源网络地址:	-
	源端口:		-

详细的身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递的服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

创建登录会话时，将在被访问的计算机上生成此事件。

“使用者”字段指示本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指示发生的登录类型。最常见的类型是 2 (交互式)和 3 (网络)。

“新登录”字段指示新登录是为哪个帐户创建的，即已登录的帐户。

“网络”字段指示远程登录请求源自哪里。“工作站名称”并非始终可用，并且在某些情况下可能会留空。

“模拟级别”字段指示登录会话中的进程可以模拟到的程度。

“身份验证信息”字段提供有关此特定登录请求的详细信息。
	- “登录 GUID”是可用于将此事件与 KDC 事件关联起来的唯一标识符。
	-“传递的服务”指示哪些中间服务参与了此登录请求。
	-“数据包名”指示在 NTLM 协议中使用了哪些子协议。
	-“密钥长度”指示生成的会话密钥的长度。如果没有请求会话密钥，则此字段将为 0。"
审核成功,2024/9/1 21:41:15,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Backup Operators
	组名:		Backup Operators
	组域:		Builtin

进程信息:
	进程 ID:		0x3b0
	进程名称:		C:\Windows\System32\svchost.exe"
审核成功,2024/9/1 21:41:15,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Administrators
	组名:		Administrators
	组域:		Builtin

进程信息:
	进程 ID:		0x3b0
	进程名称:		C:\Windows\System32\svchost.exe"
审核成功,2024/9/1 21:31:56,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG
	登录 ID:		0xA400B

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x1314
	进程名称:		C:\Users\Administrator\AppData\Local\Google\Chrome\Application\chrome.exe"
审核成功,2024/9/1 21:30:46,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG
	登录 ID:		0xA400B

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x34c
	进程名称:		C:\Windows\System32\mmc.exe"
审核成功,2024/9/1 21:30:46,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG
	登录 ID:		0xA400B

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0xed0
	进程名称:		C:\Windows\explorer.exe"
审核成功,2024/9/1 21:30:35,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG
	登录 ID:		0xA400B

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x34c
	进程名称:		C:\Windows\System32\mmc.exe"
审核成功,2024/9/1 21:24:49,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Guests
	组名:		Guests
	组域:		Builtin

进程信息:
	进程 ID:		0x1b50
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:24:49,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Users
	组名:		Users
	组域:		Builtin

进程信息:
	进程 ID:		0x1b50
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:24:49,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Administrators
	组名:		Administrators
	组域:		Builtin

进程信息:
	进程 ID:		0x1b50
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:24:49,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Guest
	帐户名称:		Guest
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x1b50
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:24:49,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

用户:
	安全 ID:		WIN-LBRDN7PCEGG\DefaultAccount
	帐户名称:		DefaultAccount
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x1b50
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:24:49,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Administrator
	帐户名称:		Administrator
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x1b50
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:24:42,Microsoft-Windows-Security-Auditing,4798,User Account Management,"已枚举用户的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

用户:
	安全 ID:		WIN-LBRDN7PCEGG\Guest
	帐户名称:		Guest
	帐户域:		WIN-LBRDN7PCEGG

进程信息:
	进程 ID:		0x13fc
	进程名称:		C:\Windows\System32\CompatTelRunner.exe"
审核成功,2024/9/1 21:23:10,Microsoft-Windows-Security-Auditing,4672,Special Logon,"为新登录分配了特殊权限。

使用者:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7

特权:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
审核成功,2024/9/1 21:23:10,Microsoft-Windows-Security-Auditing,4624,Logon,"已成功登录帐户。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

登录信息:
	登录类型:		5
	受限制的管理员模式:	-
	虚拟帐户:		否
	提升的令牌:		是

模拟级别:		模拟

新登录:
	安全 ID:		SYSTEM
	帐户名称:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7
	链接的登录 ID:		0x0
	网络帐户名称:	-
	网络帐户域:	-
	登录 GUID:		{00000000-0000-0000-0000-000000000000}

进程信息:
	进程 ID:		0x2b0
	进程名称:		C:\Windows\System32\services.exe

网络信息:
	工作站名称:	-
	源网络地址:	-
	源端口:		-

详细的身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递的服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

创建登录会话时，将在被访问的计算机上生成此事件。

“使用者”字段指示本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指示发生的登录类型。最常见的类型是 2 (交互式)和 3 (网络)。

“新登录”字段指示新登录是为哪个帐户创建的，即已登录的帐户。

“网络”字段指示远程登录请求源自哪里。“工作站名称”并非始终可用，并且在某些情况下可能会留空。

“模拟级别”字段指示登录会话中的进程可以模拟到的程度。

“身份验证信息”字段提供有关此特定登录请求的详细信息。
	- “登录 GUID”是可用于将此事件与 KDC 事件关联起来的唯一标识符。
	-“传递的服务”指示哪些中间服务参与了此登录请求。
	-“数据包名”指示在 NTLM 协议中使用了哪些子协议。
	-“密钥长度”指示生成的会话密钥的长度。如果没有请求会话密钥，则此字段将为 0。"
审核成功,2024/9/1 21:23:03,Microsoft-Windows-Security-Auditing,5061,System Integrity,"加密操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	RSA
	密钥名称:	1d8dba25-8b9d-07a4-de99-3533ac1ce12b
	密钥类型:	用户密钥。

加密操作:
	操作:	打开密钥。
	返回代码:	0x0"
审核成功,2024/9/1 21:23:03,Microsoft-Windows-Security-Auditing,5058,Other System Events,"密钥文件操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	UNKNOWN
	密钥名称:	1d8dba25-8b9d-07a4-de99-3533ac1ce12b
	密钥类型:	用户密钥。

密钥文件操作信息:
	文件路径:	C:\ProgramData\Microsoft\Crypto\SystemKeys\e6be2486013698ef18d57d20553cf383_1d72cab9-a076-4dc6-8f71-16ad2b5fa5e9
	操作:	从文件中读取保留的密钥。
	返回代码:	0x0"
审核成功,2024/9/1 21:23:00,Microsoft-Windows-Security-Auditing,4672,Special Logon,"为新登录分配了特殊权限。

使用者:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7

特权:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
审核成功,2024/9/1 21:23:00,Microsoft-Windows-Security-Auditing,4624,Logon,"已成功登录帐户。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

登录信息:
	登录类型:		5
	受限制的管理员模式:	-
	虚拟帐户:		否
	提升的令牌:		是

模拟级别:		模拟

新登录:
	安全 ID:		SYSTEM
	帐户名称:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7
	链接的登录 ID:		0x0
	网络帐户名称:	-
	网络帐户域:	-
	登录 GUID:		{00000000-0000-0000-0000-000000000000}

进程信息:
	进程 ID:		0x2b0
	进程名称:		C:\Windows\System32\services.exe

网络信息:
	工作站名称:	-
	源网络地址:	-
	源端口:		-

详细的身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递的服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

创建登录会话时，将在被访问的计算机上生成此事件。

“使用者”字段指示本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指示发生的登录类型。最常见的类型是 2 (交互式)和 3 (网络)。

“新登录”字段指示新登录是为哪个帐户创建的，即已登录的帐户。

“网络”字段指示远程登录请求源自哪里。“工作站名称”并非始终可用，并且在某些情况下可能会留空。

“模拟级别”字段指示登录会话中的进程可以模拟到的程度。

“身份验证信息”字段提供有关此特定登录请求的详细信息。
	- “登录 GUID”是可用于将此事件与 KDC 事件关联起来的唯一标识符。
	-“传递的服务”指示哪些中间服务参与了此登录请求。
	-“数据包名”指示在 NTLM 协议中使用了哪些子协议。
	-“密钥长度”指示生成的会话密钥的长度。如果没有请求会话密钥，则此字段将为 0。"
审核成功,2024/9/1 21:23:00,Microsoft-Windows-Security-Auditing,4672,Special Logon,"为新登录分配了特殊权限。

使用者:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7

特权:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
审核成功,2024/9/1 21:23:00,Microsoft-Windows-Security-Auditing,4624,Logon,"已成功登录帐户。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

登录信息:
	登录类型:		5
	受限制的管理员模式:	-
	虚拟帐户:		否
	提升的令牌:		是

模拟级别:		模拟

新登录:
	安全 ID:		SYSTEM
	帐户名称:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E7
	链接的登录 ID:		0x0
	网络帐户名称:	-
	网络帐户域:	-
	登录 GUID:		{00000000-0000-0000-0000-000000000000}

进程信息:
	进程 ID:		0x2b0
	进程名称:		C:\Windows\System32\services.exe

网络信息:
	工作站名称:	-
	源网络地址:	-
	源端口:		-

详细的身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递的服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

创建登录会话时，将在被访问的计算机上生成此事件。

“使用者”字段指示本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指示发生的登录类型。最常见的类型是 2 (交互式)和 3 (网络)。

“新登录”字段指示新登录是为哪个帐户创建的，即已登录的帐户。

“网络”字段指示远程登录请求源自哪里。“工作站名称”并非始终可用，并且在某些情况下可能会留空。

“模拟级别”字段指示登录会话中的进程可以模拟到的程度。

“身份验证信息”字段提供有关此特定登录请求的详细信息。
	- “登录 GUID”是可用于将此事件与 KDC 事件关联起来的唯一标识符。
	-“传递的服务”指示哪些中间服务参与了此登录请求。
	-“数据包名”指示在 NTLM 协议中使用了哪些子协议。
	-“密钥长度”指示生成的会话密钥的长度。如果没有请求会话密钥，则此字段将为 0。"
审核成功,2024/9/1 21:19:29,Microsoft-Windows-Security-Auditing,4616,Security State Change,"更改了系统时间。

使用者:
	安全 ID:	SYSTEM
	帐户名:		WIN-LBRDN7PCEGG$
	帐户域:	WORKGROUP
	登录 ID:	0x3E7

进程信息:
	进程 ID:	0x7d8
	名称:		C:\Program Files\VMware\VMware Tools\vmtoolsd.exe

以前的时间:		‎2024‎-‎09‎-‎01T09:42:59.738870500Z
新时间:		‎2024‎-‎09‎-‎01T13:19:29.917000000Z

当更改系统时间时会生成此事件。这对于 Windows 时间服务属正常情况，该服务以系统特权运行，定期更改系统时间。其他的系统时间更改意味着对计算机的破坏。"
审核成功,2024/9/1 17:35:47,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Backup Operators
	组名:		Backup Operators
	组域:		Builtin

进程信息:
	进程 ID:		0x3b0
	进程名称:		C:\Windows\System32\svchost.exe"
审核成功,2024/9/1 17:35:47,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"已枚举启用了安全机制的本地组成员身份。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

组:
	安全 ID:		BUILTIN\Administrators
	组名:		Administrators
	组域:		Builtin

进程信息:
	进程 ID:		0x3b0
	进程名称:		C:\Windows\System32\svchost.exe"
审核成功,2024/9/1 17:35:47,Microsoft-Windows-Security-Auditing,5059,Other System Events,"密钥迁移操作。

使用者:
	安全 ID:		LOCAL SERVICE
	帐户名称:		LOCAL SERVICE
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E5

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	ECDSA_P256
	密钥名称:	Microsoft Connected Devices Platform device certificate
	密钥类型:	用户密钥。

其他信息:
	操作:	导出永久加密密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:35:47,Microsoft-Windows-Security-Auditing,5061,System Integrity,"加密操作。

使用者:
	安全 ID:		LOCAL SERVICE
	帐户名称:		LOCAL SERVICE
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E5

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	ECDSA_P256
	密钥名称:	Microsoft Connected Devices Platform device certificate
	密钥类型:	用户密钥。

加密操作:
	操作:	打开密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:35:47,Microsoft-Windows-Security-Auditing,5058,Other System Events,"密钥文件操作。

使用者:
	安全 ID:		LOCAL SERVICE
	帐户名称:		LOCAL SERVICE
	帐户域:		NT AUTHORITY
	登录 ID:		0x3E5

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	UNKNOWN
	密钥名称:	Microsoft Connected Devices Platform device certificate
	密钥类型:	用户密钥。

密钥文件操作信息:
	文件路径:	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Crypto\Keys\de7cf8a7901d2ad13e5c67c29e5d1662_e033ddb9-2da7-44b7-ba18-72b3526ef699
	操作:	从文件中读取保留的密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:49,Microsoft-Windows-Security-Auditing,5061,System Integrity,"加密操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	RSA
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

加密操作:
	操作:	打开密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:49,Microsoft-Windows-Security-Auditing,5058,Other System Events,"密钥文件操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	UNKNOWN
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

密钥文件操作信息:
	文件路径:	C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\d6b9ac4b4b13862f3a68bb06fc4b8a4a_e033ddb9-2da7-44b7-ba18-72b3526ef699
	操作:	从文件中读取保留的密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:49,Microsoft-Windows-Security-Auditing,5061,System Integrity,"加密操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	RSA
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

加密操作:
	操作:	打开密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:49,Microsoft-Windows-Security-Auditing,5058,Other System Events,"密钥文件操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	UNKNOWN
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

密钥文件操作信息:
	文件路径:	C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\d6b9ac4b4b13862f3a68bb06fc4b8a4a_e033ddb9-2da7-44b7-ba18-72b3526ef699
	操作:	从文件中读取保留的密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:49,Microsoft-Windows-Security-Auditing,5061,System Integrity,"加密操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	RSA
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

加密操作:
	操作:	打开密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:49,Microsoft-Windows-Security-Auditing,5058,Other System Events,"密钥文件操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	UNKNOWN
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

密钥文件操作信息:
	文件路径:	C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\d6b9ac4b4b13862f3a68bb06fc4b8a4a_e033ddb9-2da7-44b7-ba18-72b3526ef699
	操作:	从文件中读取保留的密钥。
	返回代码:	0x0"
审核成功,2024/9/1 17:34:48,Microsoft-Windows-Security-Auditing,5061,System Integrity,"加密操作。

使用者:
	安全 ID:		SYSTEM
	帐户名称:		WIN-LBRDN7PCEGG$
	帐户域:		WORKGROUP
	登录 ID:		0x3E7

加密参数:
	提供程序名称:	Microsoft Software Key Storage Provider
	算法名称:	RSA
	密钥名称:	{4737AEB7-8BFF-4FC6-9A19-EDEBD81C5234}
	密钥类型:	计算机密钥。

加密操作:
	操作:	打开密钥。
	返回代码:	0x0"
