cylinders,displacement,horsepower,weight,acceleration,model year,origin,mpg
4.0,-0.9268680398034119,-0.8678110327062614,-1.3535269843697413,-1.233633864443931,76.0,2,29.5
4.0,-1.0421121733752257,-0.8939837639942602,-1.1598780654521403,0.5153733680963862,76.0,3,32.0
4.0,-0.9268680398034119,-0.7631201075542665,-0.9662291465345393,0.29674746402884605,76.0,3,28.0
4.0,-0.513909894504413,-0.8416383014182627,-0.48504092376959135,-0.7235067549530052,76.0,1,26.5
4.0,-0.6099466724809244,-0.05645636277830082,0.20153251602917577,0.04168390928338339,76.0,2,20.0
8.0,1.1955447534774897,1.199834739045638,1.1287000672104168,-0.8692573576646984,76.0,1,13.0
4.0,-0.7059834504574358,-0.422874600810283,0.34236809342379465,2.300818251314626,76.0,2,19.0
6.0,-0.3602510497419948,0.10058002494969155,-0.05666604252762555,-0.031191392072462895,76.0,3,19.0
6.0,-0.2450069161701811,0.4146528004056763,0.987864489815798,0.4060604160626161,76.0,2,16.5
8.0,1.502862443002326,1.9850166776856,1.6450971843240194,-1.2700715151218542,76.0,1,16.5
8.0,1.502862443002326,1.0689710826056444,1.2636674955469267,-1.3065091657997774,76.0,1,13.0
8.0,1.0418859087150716,0.6763801132856636,1.046545980396889,-0.21337964546207924,76.0,1,13.0
8.0,1.1955447534774897,1.199834739045638,0.9115785520603794,-0.5777561522413119,76.0,1,13.0
4.0,-0.9172643620057608,-0.9463292265702576,-1.0953284258129399,1.0619381282652351,77.0,3,31.5
4.0,-0.792416550636296,-0.6322564511142729,-0.9662291465345393,-0.2862549468179255,77.0,1,30.0
4.0,-1.0997342401611325,-1.208056539450245,-1.3535269843697413,1.098375778943159,77.0,2,36.0
4.0,-0.6867760948621335,-0.21349275050629318,-0.7960528238493748,-0.031191392072462895,77.0,1,25.5
4.0,-1.0421121733752257,-0.8939837639942602,-1.2126914069751225,0.4424980667405399,77.0,3,33.5
8.0,1.0706969421080248,1.0689710826056444,1.0582822785131074,-1.124320912410161,77.0,1,17.5
8.0,0.6385314412137236,0.152925487525689,1.2695356446050357,1.2441263816548516,77.0,1,17.0
8.0,1.1955447534774897,1.0689710826056444,1.3634260295347818,-0.687069104275082,77.0,1,15.5
8.0,1.0418859087150716,0.6763801132856636,1.5453386503361644,-0.2498172961400024,77.0,1,15.0
6.0,0.5424946632372123,0.152925487525689,0.6357755463292507,0.29674746402884605,77.0,1,17.5
6.0,0.3600247850818406,0.02206183108569536,0.5242807142251774,0.4789357174184624,77.0,1,20.5
6.0,0.3024027182959338,-0.10880182535429828,0.7648748256076514,0.7704369228418488,77.0,1,19.0
6.0,0.5424946632372123,-0.16114728793029573,0.6416436953873599,1.2441263816548516,77.0,1,18.5
8.0,1.983046332884883,1.9850166776856,1.4573164144645276,-1.634448021901087,77.0,1,16.0
8.0,1.502862443002326,1.7232893648056127,1.3927667748253272,-1.525135069867317,77.0,1,15.5
8.0,1.983046332884883,2.2467439905655873,1.5805475446848192,-1.233633864443931,77.0,1,15.5
8.0,1.5124661207999772,1.1736620077576394,1.5922838428010373,-0.39556789885169563,77.0,1,16.0
4.0,-0.9268680398034119,-0.6846019136902703,-1.2185595560332314,-0.39556789885169563,77.0,2,29.0
4.0,-0.40826943873025046,-0.422874600810283,-0.2796557067357721,0.15099686131715345,77.0,1,24.5
4.0,-0.9268680398034119,-0.7631201075542665,-0.8371298672561386,0.9526251762314651,77.0,3,26.0
4.0,-0.513909894504413,-0.3967018695222843,-0.26205125956144476,0.07812155996130718,77.0,1,25.5
4.0,-0.9172643620057608,-1.0771928830102513,-1.088286646943209,0.5153733680963862,77.0,1,30.5
4.0,-0.9172643620057608,-0.5537382572502767,-1.0601195314642853,0.11455921063923032,77.0,1,33.5
4.0,-0.9268680398034119,-0.9725019578582563,-1.1657462145102493,0.29674746402884605,77.0,3,30.0
4.0,-0.9268680398034119,-0.6846019136902703,-0.9251521031277754,-0.5413185015633888,77.0,2,30.5
6.0,-0.4562878277185062,-0.18732001921829447,-0.19163347086413532,-0.39556789885169563,77.0,3,22.0
4.0,-0.6963797726597847,0.152925487525689,-0.4439638803628275,-1.015007960376391,77.0,2,21.5
3.0,-1.0901305623634814,0.152925487525689,-0.30312830296820864,-0.7599444056309284,77.0,3,21.5
4.0,-0.9940937843869699,-1.4697838523302322,-1.1657462145102493,2.1550676486029334,78.0,2,43.1
4.0,-0.9172643620057608,-0.998674689146255,-1.382867729660287,-0.4320055495296187,78.0,1,36.1
4.0,-1.1093379179587837,-1.3650929271782373,-1.1657462145102493,1.3898769843665442,78.0,3,32.8
4.0,-1.0421121733752257,-0.8939837639942602,-1.0659876805223942,1.098375778943159,78.0,3,39.4
4.0,-0.9844901065893188,-1.1557110768742473,-1.382867729660287,0.29674746402884605,78.0,3,36.1
8.0,0.6385314412137236,0.152925487525689,0.45386292552786794,-0.031191392072462895,78.0,1,19.9
8.0,1.1955447534774897,0.9381074261656509,0.8881059558279429,-0.8692573576646984,78.0,1,19.4
8.0,1.0418859087150716,0.9119346948776521,0.6944570369103419,-1.015007960376391,78.0,1,20.2
6.0,0.3600247850818406,0.02206183108569536,0.6533799935035781,1.3170016830106979,78.0,1,19.2
6.0,0.062310773354655326,-0.23966548179429192,0.20740066508728489,0.9526251762314651,78.0,1,20.5
6.0,0.062310773354655326,-0.5013927946742792,-0.015588999120861704,0.07812155996130718,78.0,1,20.2
4.0,-0.513909894504413,-0.422874600810283,-0.30312830296820864,-0.06762904275038603,78.0,1,25.1
6.0,0.3024027182959338,-0.10880182535429828,0.5301488632832866,0.5882486694522324,78.0,1,20.5
6.0,0.36962846287949175,-0.37052913823428557,0.27195030472648524,0.5882486694522324,78.0,1,19.4
6.0,0.3600247850818406,0.02206183108569536,0.4714673727021953,0.07812155996130718,78.0,1,20.6
6.0,0.062310773354655326,-0.5013927946742792,0.10764213109942983,0.4060604160626161,78.0,1,20.8
6.0,0.3024027182959338,0.152925487525689,0.7531385274914332,1.1348134296210814,78.0,1,18.6
6.0,0.6193240856184213,0.4146528004056763,0.50667626705085,-0.17694199478415612,78.0,1,18.1
8.0,1.0706969421080248,1.0689710826056444,0.5242807142251774,-0.8692573576646984,78.0,1,19.2
6.0,0.3600247850818406,1.592425708365619,0.5477533104576139,-0.7963820563088515,78.0,1,17.7
8.0,1.0418859087150716,0.9119346948776521,0.2660821556683761,-1.598010371223164,78.0,1,18.1
8.0,1.1955447534774897,0.9381074261656509,1.2930082408374723,-0.687069104275082,78.0,1,17.5
4.0,-0.9172643620057608,-0.9463292265702576,-0.9662291465345393,0.3331851147067698,78.0,1,30.0
4.0,-0.5715319612903198,-0.23966548179429192,-0.49090907282770047,-0.5048808508854656,78.0,3,27.5
4.0,-0.7155871282550869,-0.18732001921829447,-0.7960528238493748,-0.32269259749584933,78.0,3,27.2
4.0,-0.8500386174222029,-0.7631201075542665,-0.8782069106629025,-0.39556789885169563,78.0,1,30.9
4.0,-0.5715319612903198,-0.23966548179429192,-0.5437224143506826,-0.2862549468179255,78.0,3,21.1
4.0,-0.3602510497419948,0.02206183108569536,-0.273787557677663,0.4060604160626161,78.0,1,23.2
4.0,-0.40826943873025046,-0.5013927946742792,-0.14468827839926235,0.7339992721639264,78.0,1,23.8
4.0,-0.7155871282550869,-0.18732001921829447,-0.6728216936290833,-0.2498172961400024,78.0,3,23.9
5.0,-0.6003429946832732,-0.030283631490302096,-0.17402902368980797,0.11455921063923032,78.0,2,20.3
6.0,-0.29302530515843683,0.54551645684567,0.18979621791295753,-0.7235067549530052,78.0,2,17.0
4.0,-0.6963797726597847,0.28378914396568267,-0.21510606709657182,0.04168390928338339,78.0,2,21.6
6.0,-0.29302530515843683,0.7548983071496598,0.50667626705085,0.07812155996130718,78.0,2,16.2
4.0,-1.003697462184621,-0.8678110327062614,-1.1598780654521403,-0.2498172961400024,78.0,2,31.5
4.0,-0.9172643620057608,-0.9463292265702576,-0.9897017427669758,0.36962276538469363,78.0,3,29.5
6.0,0.3600247850818406,0.28378914396568267,0.31302734813324906,-0.06762904275038603,79.0,1,21.5
6.0,0.062310773354655326,-0.5013927946742792,0.0137517461696839,0.9526251762314651,79.0,1,19.8
4.0,-0.513909894504413,-0.422874600810283,-0.10361123499249851,0.6246863201301562,79.0,1,22.3
6.0,0.36962846287949175,-0.37052913823428557,0.33649994436568553,0.9526251762314651,79.0,1,20.2
6.0,0.3024027182959338,0.152925487525689,0.4479947764697588,0.36962276538469363,79.0,1,20.6
8.0,1.0706969421080248,0.6763801132856636,1.0113370860482345,-0.06762904275038603,79.0,1,17.0
8.0,1.0418859087150716,0.6502073819976648,0.8763696577117247,-0.7963820563088515,79.0,1,17.6
8.0,1.5124661207999772,0.8857619635896534,1.1463045143847441,-0.8692573576646984,79.0,1,16.5
8.0,1.1955447534774897,0.8072437697256573,0.9996007879320162,-0.14050434410623297,79.0,1,18.2
8.0,1.502862443002326,1.3306983954856317,1.621624588091583,-0.2498172961400024,79.0,1,16.9
8.0,1.5124661207999772,0.9904528887416483,1.2624938657353049,-0.4684432002075419,79.0,1,15.5
8.0,0.7057571857972816,0.54551645684567,0.7355340803171058,-0.21337964546207924,79.0,1,19.2
8.0,1.5988992209788375,1.199834739045638,1.1287000672104168,-0.9421326590205447,79.0,1,18.5
4.0,-1.003697462184621,-0.8678110327062614,-1.236164003207559,-0.5777561522413119,79.0,2,31.9
4.0,-1.0325084955775745,-1.0248474204342537,-1.1774825126264676,-0.14050434410623297,79.0,3,34.1
4.0,-0.9172643620057608,-0.6322564511142729,-1.247900301323777,-0.4320055495296187,79.0,1,35.7
4.0,-0.6963797726597847,-0.6322564511142729,-0.3618097935492998,-0.21337964546207924,79.0,1,27.4
5.0,-0.10095174920541403,-0.710774644978269,0.6475118444454689,1.6449405391120082,79.0,2,25.4
8.0,1.502862443002326,0.54551645684567,1.0817548747455439,0.6611239708080787,79.0,1,23.0
4.0,-0.5043062167067619,-0.8678110327062614,0.24847770849404874,3.3575101209744016,79.0,2,27.2
8.0,0.6385314412137236,-0.37052913823428557,0.5184125651670682,2.410131203348396,79.0,1,23.9
4.0,-0.8500386174222029,-0.8939837639942602,-0.9134158050115572,-0.8692573576646984,79.0,1,34.2
4.0,-0.8500386174222029,-0.8939837639942602,-0.9720972955926483,-0.2498172961400024,79.0,1,34.5
4.0,-1.0421121733752257,-1.0248474204342537,-1.1246691711034855,1.3170016830106979,79.0,3,31.8
4.0,-0.9844901065893188,-0.9201564952822588,-0.9955698918250849,-0.32269259749584933,79.0,2,37.3
4.0,-0.40826943873025046,-0.37052913823428557,-0.3618097935492998,0.15099686131715345,79.0,1,28.4
6.0,-0.19698852718192542,0.28378914396568267,-0.44983202942093664,-1.56157272054524,79.0,1,28.8
6.0,-0.19698852718192542,0.28378914396568267,-0.3266008992006451,-0.9785703096984678,79.0,1,26.8
4.0,-0.40826943873025046,-0.37052913823428557,-0.4956035920741878,-0.8692573576646984,79.0,1,33.5
4.0,-0.9172643620057608,-0.7369473762662677,-0.9791390744623794,-0.32269259749584933,80.0,2,41.5
4.0,-1.003697462184621,-1.1557110768742473,-1.1856979213078205,1.1712510802990053,80.0,3,38.1
4.0,-0.9172643620057608,-0.8939837639942602,-1.0073061899413032,-0.031191392072462895,80.0,1,32.1
4.0,-1.0325084955775745,-1.0248474204342537,-1.1258428009151074,0.29674746402884605,80.0,3,37.2
4.0,-0.40826943873025046,-0.37052913823428557,-0.35242075505632525,0.3331851147067698,80.0,1,28.0
4.0,-0.513909894504413,-0.422874600810283,-0.127083831224935,0.9161875255535427,80.0,1,26.4
4.0,-0.40826943873025046,-0.37052913823428557,0.029008933720767613,1.6449405391120082,80.0,1,24.3
6.0,0.3024027182959338,-0.37052913823428557,0.47264100251381713,1.1348134296210814,80.0,1,19.1
4.0,-0.9268680398034119,-0.6846019136902703,-0.9274993627510191,0.07812155996130718,80.0,2,34.3
4.0,-0.5715319612903198,-0.37052913823428557,-0.31369097127280504,-0.031191392072462895,80.0,3,29.8
4.0,-0.7059834504574358,-0.7631201075542665,-0.5120344094368934,0.6975616214860025,80.0,3,31.3
4.0,-0.7155871282550869,-0.3181836756582881,-0.6387864290920503,-0.21337964546207924,80.0,3,37.0
4.0,-0.8212275840292494,-0.7631201075542665,-0.8371298672561386,-0.14050434410623297,80.0,3,32.2
4.0,-1.0325084955775745,-1.0248474204342537,-1.0190424880575213,0.8433122241976951,80.0,3,46.6
4.0,-0.3602510497419948,0.02206183108569536,-0.2092379180384627,-0.4320055495296187,80.0,1,27.9
4.0,-1.0421121733752257,-1.0248474204342537,-1.0190424880575213,1.3170016830106979,80.0,3,40.8
4.0,-0.9940937843869699,-1.4697838523302322,-1.048383233348067,2.2279429499587797,80.0,2,44.3
4.0,-0.9940937843869699,-1.4697838523302322,-0.7549757804426109,2.956695963517245,80.0,2,43.4
5.0,-0.6963797726597847,-0.9725019578582563,-0.03319344629518907,1.5720652377561606,80.0,2,36.4
4.0,-0.4562878277185062,-0.9725019578582563,0.3188954971913582,2.2643806006367035,80.0,2,30.0
4.0,-0.9844901065893188,-0.9725019578582563,-1.3241862390791956,-0.6506314535971582,80.0,3,44.6
4.0,-0.9268680398034119,-0.9725019578582563,-0.9779654446507575,0.8797498748756188,80.0,3,33.8
4.0,-1.003697462184621,-1.10336561429825,-1.3300543881373048,-0.10406669342830918,80.0,2,29.8
6.0,-0.2450069161701811,0.728725575861661,-0.08013863876006204,-1.525135069867317,80.0,3,32.7
3.0,-1.1861673403399926,-0.10880182535429828,-0.6552172464547559,-1.124320912410161,80.0,3,23.7
4.0,-0.6867760948621335,-0.422874600810283,-0.56132686152501,-0.17694199478415612,80.0,2,35.0
4.0,-0.8308312618269006,-0.8416383014182627,-0.807789121965593,0.5153733680963862,80.0,3,32.4
4.0,-0.5619282834926687,-0.5275655259622779,-0.5730631596412282,0.04168390928338339,81.0,1,27.2
4.0,-0.40826943873025046,-0.5275655259622779,-0.4028868369560637,0.29674746402884605,81.0,1,26.6
4.0,-0.3602510497419948,-0.3181836756582881,-0.42049128413039105,-0.4320055495296187,81.0,1,25.8
6.0,-0.19698852718192542,0.152925487525689,-0.2972601539100995,-1.0878832617322378,81.0,1,23.5
4.0,-0.5619282834926687,-0.5275655259622779,-0.6962942898615198,-0.9785703096984678,81.0,1,30.0
4.0,-1.0997342401611325,-1.208056539450245,-1.435681071183269,0.4789357174184624,81.0,3,39.1
4.0,-1.0325084955775745,-1.0510201517222526,-1.29484549378865,0.29674746402884605,81.0,1,39.0
4.0,-1.0805268845658302,-1.1557110768742473,-1.4298129221251599,0.18743451199507724,81.0,3,35.1
4.0,-0.9268680398034119,-0.9725019578582563,-1.0718558295805034,0.8068745735197727,81.0,3,32.3
4.0,-1.0421121733752257,-1.0248474204342537,-1.1774825126264676,1.3898769843665442,81.0,3,37.0
4.0,-1.003697462184621,-1.10336561429825,-1.0894602767548307,0.6246863201301562,81.0,3,37.7
4.0,-0.9844901065893188,-0.9463292265702576,-1.1657462145102493,0.15099686131715345,81.0,3,34.1
4.0,-0.8500386174222029,-1.0771928830102513,-0.8958113578372299,-0.2498172961400024,81.0,1,34.7
4.0,-0.9172643620057608,-1.0248474204342537,-1.0953284258129399,0.22387216267299975,81.0,1,34.4
4.0,-0.9172643620057608,-1.0248474204342537,-0.7021624389196288,1.863566443179547,81.0,1,29.9
4.0,-0.8500386174222029,-0.7892928388422652,-0.9251521031277754,-0.5048808508854656,81.0,2,33.0
4.0,-0.8308312618269006,-0.7631201075542665,-0.9016795068953389,-0.4320055495296187,81.0,3,33.7
4.0,-0.8212275840292494,-0.7631201075542665,-0.7373713332682835,0.4424980667405399,81.0,3,32.4
4.0,-0.7155871282550869,-0.10880182535429828,-0.42635943318850017,-0.2862549468179255,81.0,3,32.9
4.0,-0.7059834504574358,-0.7892928388422652,-0.4028868369560637,0.989062826909389,81.0,3,31.6
4.0,-0.5043062167067619,-0.6322564511142729,0.2954229009589217,1.754253491145777,81.0,2,28.1
6.0,-0.4658915055161573,-0.7369473762662677,0.213268814145394,1.4627522857223918,81.0,2,30.7
6.0,-0.2450069161701811,0.30996187525368135,-0.09187493687628027,-1.0878832617322378,81.0,3,25.4
6.0,-0.4562878277185062,0.4146528004056763,-0.05666604252762555,-0.6506314535971582,81.0,3,24.2
6.0,0.3600247850818406,0.152925487525689,0.5125444161089592,0.07812155996130718,81.0,1,22.4
8.0,1.502862443002326,0.02206183108569536,0.8763696577117247,1.2441263816548516,81.0,1,26.6
6.0,0.062310773354655326,-0.422874600810283,0.09590583298321159,0.5518110187743099,81.0,1,20.2
6.0,0.3024027182959338,-0.5013927946742792,0.5712259066900504,0.36962276538469363,81.0,1,17.6
4.0,-0.7828128728386449,-0.422874600810283,-0.4380957313047184,1.4627522857223918,82.0,1,28.0
4.0,-0.7828128728386449,-0.422874600810283,-0.3970186878979546,1.098375778943159,82.0,1,27.0
4.0,-0.7828128728386449,-0.422874600810283,-0.6845579917453015,0.8797498748756188,82.0,1,34.0
4.0,-0.7828128728386449,-0.5013927946742792,-0.4733046256533731,0.22387216267299975,82.0,1,31.0
4.0,-0.5619282834926687,-0.5275655259622779,-0.5319861162344643,0.15099686131715345,82.0,1,29.0
4.0,-0.40826943873025046,-0.37052913823428557,-0.2855238557938813,0.8797498748756188,82.0,1,27.0
4.0,-0.513909894504413,-0.3181836756582881,-0.1329519802830441,0.29674746402884605,82.0,1,24.0
4.0,-0.8500386174222029,-0.7892928388422652,-1.1716143635683585,-0.10406669342830918,82.0,2,36.0
4.0,-0.9844901065893188,-0.9463292265702576,-1.1188010220453763,0.9526251762314651,82.0,3,37.0
4.0,-0.9844901065893188,-0.9463292265702576,-1.1833506616845768,0.7339992721639264,82.0,3,31.0
4.0,-0.8500386174222029,-1.0771928830102513,-1.001438040883194,-0.32269259749584933,82.0,1,38.0
4.0,-0.9172643620057608,-0.8939837639942602,-1.001438040883194,0.6246863201301562,82.0,1,36.0
4.0,-0.7059834504574358,-0.422874600810283,-0.9603609974764301,-0.39556789885169563,82.0,3,36.0
4.0,-0.8308312618269006,-0.7631201075542665,-0.9075476559534481,-0.39556789885169563,82.0,3,36.0
4.0,-0.8212275840292494,-0.8939837639942602,-0.860602463488575,0.4789357174184624,82.0,3,34.0
4.0,-0.9844901065893188,-0.9725019578582563,-1.1892188107426858,-0.21337964546207924,82.0,3,38.0
4.0,-0.9844901065893188,-0.9725019578582563,-1.1892188107426858,0.04168390928338339,82.0,3,32.0
4.0,-0.9844901065893188,-0.9725019578582563,-1.1540099163940312,0.22387216267299975,82.0,3,38.0
6.0,-0.1201591048007163,0.152925487525689,-0.03906159535329819,0.29674746402884605,82.0,1,25.0
6.0,0.6577387968090259,-0.5013927946742792,0.043092491460229504,0.5153733680963862,82.0,1,38.0
4.0,-0.3602510497419948,-0.3181836756582881,-0.4615683275371549,-0.39556789885169563,82.0,1,26.0
6.0,0.36962846287949175,0.20527095010168647,-0.16816087463169885,-0.32269259749584933,82.0,1,22.0
4.0,-0.47549518331380847,-0.21349275050629318,-0.36767794260740894,-0.6141938029192351,82.0,3,32.0
4.0,-0.5619282834926687,-0.5275655259622779,-0.713898737035847,-0.9421326590205447,82.0,1,36.0
4.0,-0.40826943873025046,-0.37052913823428557,-0.03319344629518907,0.6246863201301562,82.0,1,27.0
4.0,-0.513909894504413,-0.4752200633862805,-0.22097421615468094,0.005246258605460248,82.0,1,27.0
4.0,-0.9268680398034119,-1.3650929271782373,-0.9955698918250849,3.2846348196185553,82.0,2,44.0
4.0,-0.5619282834926687,-0.5275655259622779,-0.8019209729074839,-1.4522597685114707,82.0,1,32.0
4.0,-0.7059834504574358,-0.6584291824022716,-0.41462313507228193,1.098375778943159,82.0,1,28.0
4.0,-0.7155871282550869,-0.5799109885382754,-0.30312830296820864,1.3898769843665442,82.0,1,31.0
